crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
5581,4,0.2077532924,0.4701475089,0.0586195667,0.1673667382,0.2092290943,-0.0473030565,-0.2657487205,-0.0984399961,-0.0316053397,0.1316548895,-0.1685778746,0.4518607075,-0.1392261015,0.186957372,0.413560295,0.0723713683,0.056364805,0.2254396221,0.4190728492,-0.0397382009,-0.2208859076,0.496857147,-0.1932049931,0.0560722796,-0.2632855524,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5582,4,0.2077489166,0.3818940166,-0.3182566732,0.0457972548,-0.2190465389,-0.4132386021,0.2545841123,0.0138414635,0.495314851,-0.0771374716,0.1245789393,-0.0181613373,-0.0821489685,0.0535432428,0.232060135,0.2418596641,-0.2878802873,-0.0036103007,0.2648350466,-0.0414687752,-0.1751116141,-0.4627653779,-0.2538024762,-0.1881725033,-0.1058588238,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
5583,6,0.2077485412,-0.3636190479,0.0833424203,0.1038432932,0.1522895266,-0.4526791998,-0.1103852541,0.3107237544,-0.1965154429,0.3155538792,0.1468934432,0.0316451079,0.0093836363,-0.016791777,0.3530412579,0.2156589111,0.061817979,-0.0228051879,0.5992940557,-0.1696347414,-0.2699925092,-0.2991394971,0.1115851592,0.0172045277,-0.4043585783,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1
5584,4,0.2077424009,-0.0482663909,0.0088179765,-0.3204511397,0.1905604152,-0.2000114406,0.2280896334,0.2851402399,-0.4649749931,-0.0776497873,-0.3626187309,0.1076353398,-0.0673792997,0.3009096673,0.1947677753,0.1602660852,0.3587318671,0.0732413001,-0.3736458205,-0.4086336331,-0.1113964801,0.2923515865,-0.1034601304,0.1676216853,0.2517853584,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1
5585,5,0.2077410871,-0.3335504644,-0.2270952472,-0.150126953,0.0085450937,-0.0071786994,0.2938356014,0.1974120598,0.4489592971,-0.1414296875,-0.0224174306,-0.1832332437,-0.4219684453,0.4919886114,-0.117706799,0.2107372741,0.1830060178,-0.1165671476,-0.0670286257,0.4921336618,0.1591893327,-0.0990270691,0.1828609674,-0.3934632792,0.2427357174,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
5586,1,0.2077379028,-0.3754129836,0.3173358437,0.1576900387,-0.366924336,-0.357697608,-0.1221098273,-0.4193482047,-0.0179606163,-0.3554575391,0.2420684636,0.1552568589,0.1522032839,-0.0287057302,-0.1197312929,0.3060960955,0.1958350486,0.1043022484,-0.2575363806,-0.175572847,0.2829358516,-0.2049402212,-0.4275268506,-0.0933729954,0.1926607806,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
5587,5,0.207723441,0.3798443608,-0.3184885133,0.2006803549,-0.4714127005,0.294147582,0.1297773477,0.0658710007,0.0624170622,0.5218642502,0.1174159462,0.3046364081,0.1882941389,0.1145211155,-0.2723440611,-0.1156586683,-0.2651538681,-0.0297436157,0.2883582377,0.1450901175,0.1352452349,-0.1900402151,-0.1805547218,-0.4094872619,0.1426398128,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1
5588,3,0.2077225924,0.1743478056,-0.3057017248,0.0844605487,-0.448031855,0.2304977185,0.0801417124,0.0333253106,0.1610601728,0.28244596,-0.0978647554,-0.2892576453,-0.2399837655,-0.199342345,0.307896866,-0.2435210768,0.2961502461,0.4104077715,-0.1933254282,0.1011407559,0.0525238587,-0.112795277,0.4786216323,0.0489357011,-0.2862600131,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
5589,7,0.2077221187,0.0441231587,-0.3885819195,-0.1459319551,-0.1371649844,0.2539298161,0.3359925178,-0.4524934428,-0.4383150238,-0.0141642792,-0.4616236171,-0.0229871193,-0.0105192431,0.0871057659,-0.4006735798,0.2812409801,0.2688711292,0.2743108684,0.0970667191,0.0032763523,-0.0448725377,0.0838272967,-0.1829852346,0.2643869884,-0.1217428403,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1
5590,7,0.207721661,-0.4044771952,-0.1158042305,-0.0769997506,0.0539254093,0.0151323766,0.3522895982,0.2510081184,-0.0621409733,-0.4216463706,0.2160911825,-0.2844976339,-0.0640636398,-0.0250190795,0.0528311429,-0.08991498,0.182368809,0.3335427825,-0.3152689082,-0.059578688,-0.3333680097,-0.3710016836,0.1320879801,0.3624731215,0.1381910717,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1
5591,6,0.2077180267,0.2926656125,-0.0571638667,-0.3486381993,0.4935577373,-0.3671994979,0.0652659592,-0.1601077479,0.0185532294,0.1783464475,-0.0949609257,-0.3553132154,0.0093290299,0.2122167501,-0.1408964575,0.270744391,0.4071115157,0.2957054338,-0.1616286104,0.1251035173,0.3184899192,0.1425745193,-0.0217982466,-0.3240380254,-0.3984162329,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
5592,3,0.2077176835,-0.2949673826,0.337270436,-0.1512217421,0.3150914101,-0.4480518188,-0.1399295627,0.3097320395,0.1457920437,-0.0527801891,-0.0713532495,0.1895893737,0.1662267852,0.0119347203,-0.4255009632,0.2984924632,0.0335069267,-0.3104379513,-0.412618298,-0.3252299928,-0.2527626051,-0.2112034993,0.0347935738,-0.1642919123,-0.0237401372,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
5593,6,0.2077157948,0.3363227014,-0.2090091188,0.2840743496,0.2128174135,-0.0954749425,-0.1055290983,-0.1297181559,-0.0654197125,0.2474114964,-0.1932213001,-0.2280374252,-0.3707503528,0.0468964432,-0.4749116244,-0.1384143788,-0.0068197369,-0.4563646844,0.3155394146,-0.2307676574,0.2957056196,0.0686353837,0.3787298415,0.2839634838,-0.0726208535,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
5594,5,0.207713802,-0.180866744,0.2817321922,0.0043389948,0.2353599027,0.3720781367,0.0134455675,-0.1133907587,-0.1601850646,0.0514731573,-0.1455021575,0.2610169866,0.4177399146,-0.1803458688,0.1371892734,-0.3851313732,0.2348994556,0.0985757527,0.4563087161,-0.3996809235,-0.0567743179,0.3341819355,0.2831097157,-0.0371520272,0.0666501029,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
5595,4,0.2077114097,0.0458705219,0.0361578244,0.1424004253,-0.1509129297,0.1736883302,-0.1966242828,-0.490131613,-0.0600864727,-0.0095055663,-0.1750309763,-0.3300957279,0.0100574034,-0.0566917011,0.0523727334,-0.5826048597,0.1458795022,0.4607018379,-0.1506501771,-0.0484770562,-0.2743180179,0.4017831639,-0.1025791329,-0.3173381124,-0.398799654,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
5596,0,0.2076995573,0.1802776174,0.4065568379,0.1086776489,-0.2258414541,-0.1873240906,0.1086776489,0.4774784271,0.1098767191,0.1117485744,-0.2315674748,0.4008308171,0.0547586615,-0.2731389955,0.0655277656,-0.2174899551,-0.0668705264,-0.1407407035,0.4896168261,0.221163687,0.1536826113,0.4356935191,0.0212843194,0.353561979,-0.2714132621,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
5597,6,0.2076976871,-0.1188969762,-0.4938097468,0.1825841697,-0.4407535894,-0.2174466677,-0.0001568916,0.0295851246,-0.1939785555,-0.0748277863,0.3508513574,-0.0182730679,0.4440221847,-0.247120951,0.0637863894,0.3792665083,0.3926059488,0.4031552255,0.0288491433,-0.2742048624,0.1619851926,-0.0292481601,0.0957841231,0.1431531157,0.1586529323,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1
5598,6,0.2076887031,0.4969620758,-0.1416465142,0.0496869664,-0.0175937806,-0.0235067383,0.1278820574,0.1162454664,-0.0396728563,-0.2650101463,0.4729471962,0.2891648572,0.091800071,0.3099351817,-0.0890306604,0.4168257718,-0.1222262581,0.3783604347,0.1182198824,-0.3162006923,-0.1942089245,-0.3175560476,-0.0244501643,-0.3350404477,0.4025424045,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1
5599,5,0.2076860471,0.0827611603,0.4219145866,0.0890937083,-0.2282584042,0.0844965703,0.3808843395,-0.192628532,-0.2438806992,0.0762097184,-0.2419277629,0.0344182448,-0.2281802622,0.3977523634,-0.309460677,0.0551044493,-0.3208617392,0.3670029576,0.007808748,0.3928075191,0.2065630771,0.2623823677,0.1293440483,-0.1119727499,0.3030751569,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1
5600,6,0.2076820453,0.3723181983,-0.3133966826,-0.1203397231,0.1082322768,-0.0109106084,-0.0140941174,-0.0956434202,0.1361407344,-0.3768021198,0.3064441917,0.2107552739,-0.3041003265,0.3746106221,0.2703840557,0.1357164864,0.0245710583,-0.4794299355,-0.2753629899,-0.2331840877,-0.2474039256,-0.0083404484,-0.3459385204,0.3793818707,-0.1516056714,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
5601,3,0.2076816626,-0.3759644783,0.2334283128,0.1769990408,0.0849516462,0.0732608636,0.4535797695,0.1517869394,-0.3080769192,0.075761846,-0.0123313119,0.4729463803,-0.236713907,0.3420105556,-0.0912101402,-0.2230867242,-0.2710967005,-0.0818603417,-0.0722448269,-0.0397766968,0.0824513592,-0.3755918441,-0.1780576733,-0.2144905626,0.310220408,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
5602,5,0.2076775346,-0.0400002244,0.1132184235,-0.4008351166,0.400766476,-0.4228627626,-0.1032517142,0.4982264569,0.0419265401,0.2348317745,-0.1155356841,-0.1108450253,0.2338324433,-0.153206682,0.3592422953,0.303815956,0.3342694111,0.1677415042,-0.1254577397,0.0290150026,-0.2056936777,-0.1438296619,-0.0175019022,0.3853747978,-0.0878741493,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
5603,6,0.2076767233,-0.0257530675,0.2755348976,-0.1474239788,0.3879564936,0.3051934938,-0.125440977,-0.4961532467,-0.1088367633,-0.1074281128,-0.1683155997,0.0666305427,-0.4768983793,0.1112795432,-0.2365832864,-0.0617083458,-0.4081393209,0.2428618765,0.2310086525,-0.0758349212,0.4906158057,0.2043579089,-0.2002225402,-0.1136177435,0.1839833573,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
5604,5,0.207674189,-0.3186482683,-0.4364872596,0.0877053788,-0.1673476784,-0.0459360104,0.040164425,0.4223851969,-0.0956550964,0.0816755572,0.1008248317,-0.358160352,0.0959653257,0.1758933292,0.0560584126,0.3795665532,0.1090139578,0.1291865072,-0.2157078577,-0.2314008678,0.010040307,0.4467085383,-0.0742939915,0.3875507585,0.3737869118,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1
5605,5,0.2076649357,-0.190358368,0.1809692399,-0.2130938657,0.0508446759,0.3603576819,0.3484503146,-0.0138823748,-0.0172314088,-0.5809493372,0.0774877948,-0.1815075927,0.0099709077,0.0860263614,-0.4845741501,-0.2738893693,0.4844429047,-0.1089138931,0.0501778163,-0.1960053261,-0.3099454674,0.2949342865,0.1998786113,0.2148320413,-0.0108685914,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
5606,5,0.2076636325,0.0481670989,0.1772698048,0.2916619656,0.3159845886,-0.3712135552,0.0636888982,0.3184107283,0.0200501268,-0.4624596902,-0.3354840649,0.0381285355,0.0748257447,-0.0814786953,0.1290441357,-0.2409468996,-0.3612711202,0.4078629066,-0.1125996002,0.2631358608,0.029575262,-0.031558533,0.2516407354,0.3763753552,-0.2598002787,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
5607,5,0.2076623482,-0.2511486645,0.0641942911,0.0611110521,0.0668784473,0.1310071864,-0.1975187928,0.0733891866,-0.0843271973,0.5148536149,0.4546730414,0.0361182253,-0.3120004131,0.4307799904,-0.0026199109,0.319686158,0.4057200594,-0.2488396903,-0.0138440859,-0.0698386304,-0.1058298802,-0.5101067772,0.0785203487,0.4957735397,0.0007350274,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
5608,2,0.2076585123,-0.2187289029,0.3764616986,0.0880649197,0.1653542192,-0.1235383014,-0.0209053904,-0.480332858,-0.1073323252,-0.2793465227,0.050334555,0.2574685561,-0.2050796156,-0.1037092387,-0.2425314439,0.272239145,-0.0730418257,-0.1073323252,-0.3606007292,-0.4735142893,-0.2955670374,0.0908013279,0.4201396057,0.2044329626,-0.0236417986,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
5609,6,0.20764752,-0.1815122563,-0.430639719,-0.0260243414,0.2085445923,0.0195775442,0.2673480644,-0.0388380339,0.1621871239,-0.0534156234,0.2177021497,0.442617183,0.1139644424,-0.1708063764,-0.0506344826,0.4210786218,0.0806160052,-0.0473480253,-0.3914921297,0.4673190762,0.0577297766,-0.2824537848,-0.4121014231,0.0898467294,0.1136510697,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
5610,5,0.2076394671,-0.1372138026,-0.07183483,0.2962311608,0.1908558083,0.358573113,0.1686580714,-0.0490627151,0.0517886179,-0.2786757562,-0.3302326969,-0.1880603895,-0.0892754178,0.2707823251,-0.0781123298,0.3734085281,0.3633554459,0.0543077623,-0.2300804106,-0.2032610599,0.4543757987,0.0794934324,-0.4611271479,0.1341093756,0.137726517,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
5611,4,0.2076359401,-0.0976540591,0.0349808246,-0.3232113417,-0.1138663422,-0.449601537,-0.2730545721,0.2549524306,0.2423982481,0.0899907281,0.4445041474,0.1345203269,-0.263397649,-0.0432952636,-0.0150306357,0.2212516028,0.1420360236,-0.3581414041,0.0784994198,-0.2514410414,0.2600626117,-0.009940471,0.230235352,-0.2190251193,-0.3027071301,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1
5612,7,0.207635712,-0.1985821391,0.2529473024,-0.3398201532,-0.0603020272,-0.0688911671,0.1270922263,-0.3712026147,-0.3441657317,0.130977379,0.1073953203,0.3043880833,0.1977360969,-0.0156619747,-0.1538667769,-0.3401906147,0.3619710594,-0.0336264996,-0.2161506093,0.4740222382,0.35005533,-0.1035311503,0.1806308635,-0.3630242611,-0.0399030456,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
5613,6,0.2076355012,0.3679753007,0.4220529778,-0.0211911822,-0.0612880678,0.477503812,-0.1328956995,-0.1179106598,-0.0826737561,-0.0231832405,0.1320709002,-0.3326652833,0.3303801665,-0.4717435391,-0.2288451087,0.1835675787,0.2358918035,0.0635192098,-0.2298982757,0.2175511045,0.0466745239,0.1846254037,-0.4534028944,-0.2120004842,-0.2309561056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
5614,4,0.2076337885,0.0057957519,-0.1187958526,0.4578337501,0.1493231425,0.1019828398,-0.1662904628,0.0086314957,-0.3788682461,-0.2285968632,-0.25326351,0.074015897,0.1415629366,-0.4708996669,-0.0651009438,-0.1835957453,-0.0868876212,-0.054619887,-0.4698151471,-0.2786348265,-0.3338748349,0.0678838507,0.0222528449,0.3832657799,0.1115228185,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
5615,4,0.2076295766,0.0138061348,-0.1822268603,-0.3460380917,-0.3690735293,-0.0295766252,-0.3964488604,0.0949306967,-0.1482281848,0.4710257341,-0.3937121649,-0.1409573081,0.1916469626,0.3510412839,-0.3952346342,-0.0148291953,-0.0151208743,0.4446769773,-0.1276881606,-0.1397012382,0.1870346589,0.1732110468,-2.94425e-05,-0.189867721,0.0689201692,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
5616,6,0.2076266936,0.4601435815,0.0551696604,0.0908544278,-0.003346794,0.0027314636,0.6221403242,-0.0035460219,0.2768060683,-0.3102611062,0.0480735819,-0.1325627341,-0.3570369317,0.3809953802,0.1200848621,-0.3115843344,-0.0457640169,-0.01596423,0.2094823226,0.1258883856,-0.3304931114,-0.0003805159,-0.144747571,0.362683245,0.0706885118,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1
5617,6,0.2076264886,-0.0171476433,-0.2614195077,-0.1584141402,-0.0317732268,0.2311050436,0.3997980785,0.2755401577,0.0803782312,-0.4226999664,-0.2086869474,0.123939337,-0.2390913917,0.34122986,-0.419827914,0.0581034777,0.2621826479,-0.0224200874,0.2523193111,-0.3821281605,-0.1101465053,0.0568089283,0.1488854495,0.2305707361,-0.0568641676,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
5618,5,0.2076263211,0.4822635522,0.0531365809,-0.2805791021,-0.1511432684,0.4172969767,-0.2582711791,-0.2416399731,0.0485462016,0.3345595487,0.2666511053,-0.4114951708,0.0406952188,-0.1026644189,-0.2219777002,0.051827571,-0.4088483521,0.2910528299,0.041870891,0.095815442,0.1228600771,-0.4156022453,-0.1817567062,-0.1797078969,-0.353625794,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
5619,6,0.20762588,-0.2513645992,-0.1814988451,0.2417018688,0.1208304086,0.0552139736,0.5193139959,0.3274515585,-0.1465606255,0.2209371588,-0.1551431004,-0.0036763062,-0.1210026831,0.2533587855,0.2796931556,-0.051997542,-0.1139369193,0.3184281298,0.1378115509,0.4384828171,-0.0720393554,-0.1721947084,0.0098543594,-0.0192811427,-0.5017471549,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
5620,5,0.2076244681,0.3230270969,-0.3663014699,0.0911201887,-0.4809239537,-0.0227398655,0.2412605354,-0.2678895723,0.1911994105,-0.2149136727,0.1170060765,0.1643222264,0.5065589603,-0.1682208814,-0.2132296286,0.4371230323,-0.0476805689,0.4898966617,-0.0285816413,0.1780732757,0.1643357681,0.0958248907,-0.1295535565,-0.1083556362,0.0372005865,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
5621,4,0.2076134198,-0.0968203905,-0.4648308196,-0.1491027633,0.0110061967,0.4524215549,0.2757388126,0.3691140343,-0.3077555098,-0.1405280856,0.2716489034,0.3089878066,-0.0139255926,-0.3181639997,-0.3176682375,0.1699011701,-0.05173436,0.1253827292,-0.1986572057,0.0790289219,-0.2019430256,-0.4181387378,-0.419414966,0.032005727,-0.0298228612,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1
5622,5,0.2076047229,0.4267503879,-0.0665424401,-0.2117267512,-0.4302743405,-0.1795708858,0.1613436525,-0.1593061904,0.2716834601,0.1227913963,-0.0879963064,-0.4712284128,-0.1953586931,0.3374349311,0.3385830328,-0.2289018578,0.2252334372,-0.3903459198,0.0649181483,0.1246174542,-0.0167318537,0.2155429727,0.4281729084,0.2627259957,0.1691072042,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5623,5,0.2075964876,0.0536959373,-0.1055313893,-0.1115591859,0.3071864299,-0.0287588038,-0.438996337,-0.296071898,-0.3138609817,-0.222420738,0.4038039689,-0.4013023785,0.0508277091,-0.2486115307,0.0919433319,0.1087212195,-0.1372275909,-0.1494788866,0.4276164023,-0.3119812121,0.0934006041,-0.3016047084,-0.0388002113,0.3975948993,-0.3738762673,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5624,5,0.2075899849,-0.334317919,-0.2352829343,-0.0444848692,0.2074832579,-0.1715850897,-0.0119127172,0.1548306776,0.3278888665,-0.3413892881,-0.1351694641,0.4366620586,0.11392666,0.4695105444,0.0857353752,-0.2200934697,0.0669301247,-0.2692849466,-0.3901639064,0.2249263343,0.2325593472,0.0815614538,-0.1649820074,0.0740641114,-0.4166704122,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
5625,2,0.2075826674,-0.0998639715,-0.2307292079,-0.2637988947,-0.4934796364,-0.1007044191,-0.2866575424,-0.3654674009,-0.2853186757,0.1778583574,-0.2160107682,0.41941278,-0.0728236261,-0.1852424652,0.1060418697,0.1977576728,-0.0752343958,-0.1956795803,0.4608634642,0.0697301934,0.1235892776,-0.1294170313,0.4176653651,0.0568525982,0.087030623,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
5626,5,0.207581184,-0.1009399566,0.070068381,0.1404054659,0.2719466993,0.4313055339,0.0559569143,-0.2520408481,0.2160019558,-0.2334722839,-0.168039764,-0.2902993507,-0.2132742118,0.1019643937,0.4138163535,-0.3224079044,0.114090266,0.0142557653,-0.2103177113,-0.3159381006,0.46804119,0.0901836404,-0.0077451008,0.4085995346,0.3619255974,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1
5627,4,0.2075811835,-0.4704405396,0.011772419,0.2249344757,0.1311647808,0.0323748959,-0.5583223954,-0.3801422551,0.0016262603,-0.3853610494,-0.0795992126,0.1517275871,0.2210102741,0.1780186374,-0.127404518,0.0534450564,-0.0364235143,0.1303753955,-0.1913484733,0.1313998366,-0.1090927487,0.4655750845,-0.0159076034,-0.4731901323,-0.0697812128,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
5628,5,0.2075804485,0.0664645529,-0.0770369443,-0.0701034107,-0.212477854,0.2206636465,0.3496585253,-0.4849394132,-0.3078874254,-0.0113707146,-0.0210650278,0.2872013338,-0.3159708024,0.3829520042,0.2884517213,-0.2204341878,-0.0762746801,-0.1595860149,-0.517667781,0.1616859738,0.0440637425,0.3154171141,-0.3117812199,0.0070816829,-0.2191428765,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0
5629,5,0.207572305,0.0825987465,-0.0093554794,-0.3245588725,0.1252020225,-0.0256607742,0.2608022645,-0.4721019859,0.3701290968,-0.0109351402,-0.3610009677,-0.0191975829,-0.1027302787,-0.0923501032,0.3362329864,-0.175205066,0.3278885666,-0.2910489115,-0.1433773014,-0.0619120443,-0.2883714164,-0.0005719724,0.0074253652,0.3709266375,0.2262750129,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
5630,7,0.2075684879,-0.0406550205,0.3935982457,0.3306966041,-0.4841731449,-0.2380873959,0.0132145119,0.1367277905,-0.0993894395,0.355077428,-0.0092327768,-0.061182084,-0.4344302372,0.2145415843,0.2620382347,0.0181435221,-0.0970387691,-0.4746825878,-0.0589309652,-0.3832087081,0.1638174894,-0.0116321056,-0.0373818752,-0.0656772675,-0.0202731049,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1
5631,7,0.2075663978,-0.0327189406,-0.0023030784,0.4825148517,0.1750306679,0.1223619745,-0.3249686266,-0.2458312523,-0.1686547926,-0.256616593,0.436796934,-0.2218516955,0.0799618063,-0.090875612,0.4051093722,0.1169275306,-0.3845362712,0.1568995003,-0.0395669255,-0.0489633879,-0.1819624667,0.1086246804,0.2209918531,0.1326999146,0.0874825032,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1
5632,7,0.2075656541,-0.1370792981,-0.2214897983,0.3494407359,0.223753411,0.4543338012,0.1907852224,-0.0270578992,0.4176454471,-0.3277983825,-0.1361417314,0.3027614963,0.3965831858,-0.2533131947,-0.2673800997,-0.1661058986,-0.2660756806,0.3549613007,0.005780995,0.1099034626,-0.1859378533,0.0176733805,0.3951685181,0.1156106989,0.0228044969,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
5633,6,0.2075644915,-0.0620386535,-0.0826930251,-0.3164598891,0.048211457,0.453287622,-0.2522285196,-0.11590048,0.1508305037,0.2054613793,0.1371932649,-0.1047366446,0.4494650535,-0.4712544574,0.0018342842,-0.3336991404,0.3576841058,-0.4480184372,0.0062637595,-0.3861694395,-0.1246163777,0.0524392318,0.0182040542,-0.2172035778,0.067987886,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
5634,6,0.2075642732,0.0598478728,-0.0412819185,-0.4918987495,-0.1970783407,0.2725591899,-0.1034689528,0.0684155693,0.0697958227,0.3770230204,0.4861905206,-0.0661184861,-0.1483907209,0.0487727455,-0.3930778565,-0.0939614609,-0.1177865115,-0.2857037728,0.2708131681,-0.3503973367,0.0534103286,0.2140193287,0.2986485298,-0.2197251077,0.1886029453,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0
5635,5,0.2075597407,0.2133966196,-0.2627645746,0.1071006153,-0.0211513187,0.0538291738,-0.3388136433,0.1823215354,0.2635042597,0.3579355232,0.2858301638,0.2035548014,-0.0395770054,-0.0818061617,-0.0567377631,0.3555291551,-0.1225704763,0.2036470265,0.0348077555,-0.4214878671,-0.084150858,0.0227680232,-0.1774303989,-0.3986607374,0.140427158,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1
