crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
1416,1,0.2181237864,0.2867208454,0.3852206418,-0.1124641591,0.3697870967,-0.132921339,0.3082581167,-0.2932368756,0.4002540976,0.169524173,0.0089802321,0.1119600911,0.295473887,0.2737656885,-0.0508230183,-0.1092963106,-0.3150594889,-0.0129990179,0.0314749757,-0.0514410938,-0.3405671951,-0.0847849744,-0.2008764061,-0.0632323088,-0.3865570625,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
1417,2,0.2181225705,-0.1764903855,0.3204405221,0.2820901922,0.4202366574,-0.4610669628,0.0340745346,0.0979182835,0.2575883265,-0.0511654259,0.1292869067,-0.1859782867,0.4313059977,-0.0237787815,-0.4291763503,-0.339039789,-0.4965578134,-0.0393884124,-0.0531481109,0.0921487005,-0.1759779862,-0.0032403988,-0.2589658024,-0.2528807975,0.2439728424,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1418,4,0.2181191012,0.1598887632,-0.4129359896,-0.1968289888,0.0845993877,0.0826838178,-0.3354158481,-0.1833046729,0.2546862644,0.1393084531,0.2321413027,0.0023852869,0.497417268,-0.3488133931,-0.0952870579,-0.0617619488,0.2560290876,0.0405835267,0.0635117051,-0.0571800006,-0.2035542661,0.2440679968,0.201375367,0.446375097,0.2140107131,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
1419,3,0.2181143632,-0.2794658961,0.0741897328,0.1710825791,0.0894324959,-0.0831234158,-0.3000716814,0.3578680672,-0.1663750925,0.1411257355,0.3278649484,0.2741122081,-0.2237291871,-0.3337974935,0.0189929288,-0.3273504282,0.0844608578,0.1221059947,0.5412944795,-0.0952843879,0.3278097721,-0.1323141302,-0.054650306,-0.2827719801,0.0600339958,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
1420,9,0.2181115973,-0.1953950381,0.1051967972,0.0275748797,0.3488490433,-0.1620014391,0.1609052824,-0.2458253327,-0.4138252279,0.0585275601,0.155462059,-0.3991621277,-0.2148571128,-0.0530274932,-0.0487063859,-0.3697879307,0.0736389375,0.1247442721,0.3704003334,-0.4644348768,0.0856811731,-0.3152477884,0.2507145401,0.2246885356,-0.0155349639,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1
1421,3,0.218100107,0.1189478661,-0.0406284608,0.3924301644,0.3698626159,0.0821446749,-0.0640432294,0.1509011353,-0.2985172402,0.042083202,0.033040186,-0.327188451,-0.3769124854,0.0132319603,0.2580395597,-0.2433368222,-0.141065989,0.393084495,0.141664003,-0.4132240908,-0.2828991967,0.0357676999,-0.2930483851,-0.0453555919,-0.3097774672,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
1422,3,0.2180811142,-0.129864094,-0.1265478789,-0.3079570538,-0.3911594886,-0.4214258639,0.0971852262,-0.3118432262,-0.1046506656,0.4107991379,0.4651939348,0.0605498354,-0.2589285503,0.3483155706,-0.0741413938,0.1391106569,0.0086600562,0.160571888,0.2797566538,-0.1771421799,0.2556638091,-0.1032218642,0.0338982778,-0.3544448093,0.0259326951,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1423,5,0.2180661687,0.2088635803,-0.2122474466,0.3174007442,-0.112366808,-0.3248514442,0.0447419958,-0.1445253685,-0.1198389702,-0.3388556166,-0.1113834694,0.2391643589,0.0334181767,-0.435691612,-0.0322817927,0.1399669034,0.4716953574,0.4236380001,-0.0498563714,0.1925438064,0.1730333627,-0.2723044396,0.4349096647,-0.18860508,-0.2460776744,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
1424,3,0.2180463578,-0.262693616,0.1085104177,-0.1460932251,-0.3184553718,-0.3951158956,-0.011457351,0.0057495865,0.1003427491,0.1974884871,0.3555157287,0.3022708558,-0.2289765456,0.3059921378,-0.1940074661,0.081776699,-0.0047987001,-0.4645745704,-0.306367238,-0.1653879405,-0.1132561406,-0.5087611942,0.2360947079,-0.1025073083,-0.3388406178,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
1425,5,0.2180462165,0.2827319851,-0.0007111182,0.1505755214,0.295748528,0.2586274098,-0.2548863259,0.0425063068,0.4141154392,0.34927041,0.0871886327,-0.1977941409,-0.1857244786,-0.118509748,0.3538663227,-0.1574376685,-0.0785979903,-0.0876114823,-0.5737337415,-0.2168690628,0.1038496613,0.1860644787,-0.2991846206,-0.2811512199,-0.0014857293,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
1426,4,0.2180445626,0.1670734272,0.4948492769,-0.1098060186,-0.0871483058,0.2503118991,-0.3662168347,-0.1544984958,0.3830277964,0.2932247238,-0.0841919152,-0.1853797436,-0.3845955592,0.1007903814,0.0467887879,0.1839331711,0.484830487,-0.0084061044,-0.0151659154,-0.4066643087,0.4028113997,-0.1116050685,-0.1661937628,-0.2648090262,0.0362849598,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
1427,3,0.2180224435,-0.4755788166,0.4010874203,-0.0153119509,0.0133033769,-0.2937311701,0.1741209806,0.346274406,-0.0068111349,0.2417235173,0.1765938657,-0.3530877603,-0.2258142297,-0.2481484662,0.0380075841,0.0658275074,0.2893208871,0.074321818,-0.1829044188,-0.4048929908,-0.2314103123,-0.2390992184,-0.1144470474,0.0752104287,-0.347542838,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
1428,3,0.2180166184,0.4809518356,-0.176205735,-0.0364190155,-0.1199155339,0.0913620243,0.1684746171,0.2101633278,0.4260986463,-0.1726542872,-0.0889851655,-0.2753665989,-0.0653595396,-0.0312062969,-0.3756379345,0.3550358043,0.3121005106,-0.1068538345,0.3595664989,-0.3797338529,0.4183622366,0.0432137457,0.2497422754,0.3093762084,0.2455972675,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
1429,3,0.218015985,0.0435016074,0.0668858777,0.4143585097,0.0215942139,-0.0605648891,-0.5834413946,0.1738243334,-0.2938913063,0.1746352157,-0.2369907663,-0.2516797529,0.3145388164,0.4693708813,0.009685009,0.0715937791,0.0725982081,0.1721536167,-0.0077742006,0.0192408742,-0.4426335017,-0.2049745738,-0.216944009,-0.0763688007,-0.2187857529,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
1430,2,0.2180149868,0.4262103355,0.1232203241,0.071702184,-0.1715040953,0.1314189577,-0.2276432975,0.0239247663,0.1314189577,0.3710476656,-0.3569313165,-0.0799606242,0.3907822632,-0.3022309949,0.4612611536,0.0258063845,0.2093519875,-0.0799606242,-0.2473778951,0.154651666,0.4612611536,0.1175979836,-0.0737896645,-0.1701872599,0.071702184,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1
1431,5,0.218009101,-0.1772988027,-0.3799297324,0.2945316509,0.0699186502,0.0076306861,0.4452376706,-0.2879999184,0.0304335197,0.1972735574,0.255391186,-0.0650542306,-0.0235890701,0.0078140765,0.4240633426,-0.0481436762,-0.1534469146,0.1920790155,-0.3802431149,0.4062656314,0.3252914739,0.098799676,-0.1436062966,-0.1813809089,-0.1554260348,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
1432,5,0.218008511,-0.1186624397,0.4765973704,-0.0110261495,-0.2734432791,-0.0234025772,-0.4517974753,0.1701831731,-0.1242957045,-0.2338655151,-0.0622888256,-0.1242956291,0.4781486857,-0.4460530372,0.144773499,0.1221416304,0.0539472033,0.0989955789,0.1221415713,0.0362675812,0.2702142096,-0.3624710571,-0.4283732085,-0.2297857331,-0.1003525244,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
1433,4,0.2180085037,-0.2090161242,0.1745672501,-0.3075621439,-0.3439569727,-0.4169910664,-0.0402962452,0.0459736636,-0.2976678935,-0.1946559227,-0.2681816368,0.1131378154,0.1200319364,-0.1717130767,-0.1273177446,0.4707252089,0.3902868966,-0.0279825952,-0.3968013706,0.2690414744,0.29376038,0.1883208473,0.3630831982,-0.1022510818,0.0319817699,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1
1434,4,0.2180084785,-0.1008166551,-0.2228582824,-0.3331154255,0.1629151619,0.0171769021,-0.0466966545,-0.1448954246,-0.0064554535,0.2612074564,-0.3544984374,0.1289292969,-0.2883735076,-0.2038983804,0.4255128484,0.2554782118,0.4672558688,-0.1909444231,0.1860543606,0.0368922803,0.4300594589,-0.1079911446,0.4656924941,0.429761526,-0.0289906712,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1
1435,2,0.2179997231,0.2371769355,-0.3125573348,-0.1167500615,-0.3687698517,0.2741095647,0.1764006036,-0.3004878218,-0.0194561711,-0.3157906859,0.2145907029,-0.022765855,0.2082211623,0.0532957761,0.2196720189,-0.4038269957,0.0343376154,0.3260053022,0.0185819746,-0.0663603412,-0.1902953136,0.4964847718,-0.2784887698,-0.388221377,-0.0842225929,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1436,4,0.2179925525,0.1353727984,-0.412918805,-0.015924718,0.1329452856,0.2118315579,-0.451300364,0.2354532723,0.0110486862,-0.0337706457,-0.0185647699,-0.1302347177,0.4648392113,-0.3089811487,-0.1442316079,-0.1516155515,-0.1700644056,0.2564783238,0.332234929,-0.0743326433,-0.1658079816,-0.5184364217,-0.1245144485,0.2475855392,-0.1012730081,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
1437,3,0.2179870047,-0.4467427593,-0.0567153404,0.3240554612,-0.1880213188,-0.071472562,-0.3248879092,0.2214964395,0.0528305359,-0.1563611857,0.3832920878,-0.3442367647,-0.0774114202,-0.0355231343,-0.2808594637,0.0257896725,0.0165878557,0.1551758728,0.2145987074,0.0724542709,-0.2122240555,0.4425670692,-0.3257987738,0.4145575138,0.1399937571,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
1438,3,0.2179794936,-0.1119516852,-0.0410266487,-0.0235207893,0.3437845945,0.2744913271,0.1382268778,-0.1317923301,0.3690235544,-0.2929600787,-0.4186535666,-0.3609577604,0.1112594284,-0.0675260147,-0.1235900519,0.4022372203,0.4705066769,-0.0286774386,-0.1482874357,0.1467604373,-0.2968969625,-0.2636429638,-0.0832986415,0.3619905274,0.14023634,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
1439,4,0.2179789014,-0.1308025599,0.0932140783,0.1430079589,0.0924017173,-0.1869343413,0.4942632875,0.4132357207,0.000690267,0.0917855509,-0.1508064766,-0.4352675358,0.0917855509,-0.0086539054,-0.1091818718,-0.4371128488,0.1312146221,0.2827113656,-0.3070525117,-0.368785378,-0.2172886344,-0.2164831678,0.2393212929,-0.3571570432,-0.0864229793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1440,3,0.2179707177,-0.427923155,0.0785610279,-0.012589487,-0.1520222375,0.3921739973,-0.1373714059,-0.1774303404,0.1278087626,0.4506284825,-0.0598653213,-0.2446620289,0.085482737,0.1620259791,0.1191915116,0.1772421514,-0.0346242026,-0.1351752171,-0.3357303446,0.2254364928,0.2029592305,-0.2458500512,0.3685949243,-0.2644532513,0.1634254254,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1441,3,0.2179676676,-0.1762298903,-0.4450222878,0.0440416203,-0.4018326169,-0.0756994847,-0.0083391757,0.3329634042,0.3410299371,0.1683387109,-0.0557863935,0.1463471346,0.1365296288,0.23486133,-0.0241507025,-0.243692314,-0.0439610725,-0.1485397238,0.4573746366,-0.1382205094,0.1968407145,-0.2885522827,0.0838916479,-0.4284295679,-0.305388105,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
1442,3,0.2179590765,0.1241705195,0.1780743074,-0.1765439318,0.0805609915,-0.3979448191,0.3340086586,-0.2068598132,-0.099428567,-0.0502374388,0.201014894,-0.2530024159,-0.0590653717,-0.0855341498,0.0045247219,0.3553466257,-0.18549246,0.4848699178,-0.1796991613,0.4296301358,0.0739977045,0.1165211558,-0.2778518033,0.3758138652,0.2321274936,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
1443,2,0.2179539802,0.4436619864,-0.2819863019,0.0192298504,0.1439545458,-0.1300284163,-0.4773356286,-0.3077722967,0.1875642892,-0.1839585253,-0.2132273487,-0.1619552492,0.3080167217,0.0432421153,-0.4757316985,0.1474442944,-0.0851916939,-0.4566043401,-0.3016771008,-0.0006492713,-0.0989306838,-0.0672887759,0.3043779538,0.201538534,0.0145182827,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1444,3,0.2179472256,0.0168793421,0.2415792616,-0.1083020721,-0.0217188573,-0.2195939798,0.4661074308,-0.20182069,-0.1487319394,0.0695909254,0.0782436604,-0.0057590022,-0.5185034232,-0.3516814468,-0.1313654176,-0.339363999,0.4068532539,0.0955931281,0.1472611606,0.2090653215,-0.2903317693,0.1031490301,-0.2306096895,0.1536734922,0.3822026994,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
1445,5,0.2179276858,0.184907457,-0.2068447351,0.0456111494,-0.2289343677,0.0194608138,0.2759066853,-0.1127386732,0.253593704,-0.2774934191,-0.3816296413,-0.138273391,-0.1006221704,0.1174576779,0.2496476905,0.1455362221,0.303707997,0.1336515324,-0.2310611955,-0.2408905923,0.4855135202,0.0685704327,-0.0174892551,-0.1673467701,-0.3383750311,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
1446,4,0.2179269852,-0.386031023,0.2286005993,0.0692492514,0.4762011475,-0.1234131042,-0.1661625879,0.2248992757,-0.413768356,0.2508286872,0.0452710449,-0.0723535181,-0.2069161813,-0.1637168519,-0.1161145588,0.2166146337,0.1516196658,0.3362073712,-0.0985803135,-0.2047933362,-0.4129207649,-0.0999094287,0.2501445818,0.0154894346,0.1796309905,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
1447,5,0.2179239098,-0.1602543524,0.3797159771,0.1977235068,-0.2579937754,0.1340592626,-0.1487777295,-0.313415327,-0.0640512786,0.3435999274,-0.1074578093,-0.2534147254,-0.2797974019,0.0883106904,-0.1614704459,0.2054368508,-0.4637656452,-0.2312581171,-0.0297631368,0.2390535045,0.0710767979,-0.1309583127,0.2502043397,0.4562516487,0.0727064032,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1448,4,0.2179118255,0.4053720256,0.0400484075,0.1120704762,0.0027379465,0.0210465909,-0.1657349582,-0.1873719201,0.0544282489,0.3833394505,0.1790276224,-0.1797266837,0.4127519942,-0.0841821676,-0.0242779049,-0.5903910999,-0.2607255915,-0.2364196073,0.0671606746,0.4084108668,-0.0204248018,-0.319526571,0.0088822024,0.4365382307,-0.0343150197,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
1449,2,0.2179099109,0.3482104,-0.3628856863,0.1849590032,-0.3024398164,-0.0812054983,0.1181381325,0.0592616545,0.2008885846,0.2033612675,-0.3740382684,0.2719190306,-0.1723304902,-0.149316642,-0.3548645656,-0.1845216199,0.2098820249,0.4002551493,-0.1537177073,0.14613327,-0.172138776,-0.4476937164,0.3131652691,-0.0160741204,-0.0766370472,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1450,3,0.2179054548,-0.4033621212,-0.3472778989,-0.0444418957,0.1146766758,-0.0074455566,-0.3466387212,0.3330055847,0.0743872743,0.3049986842,0.1270706651,0.3292957874,0.0176946504,-0.0243294392,-0.2883308015,0.4681866195,0.1422749763,-0.2381457078,0.0686173839,-0.1857409192,0.0301408665,-0.0331619623,-0.2408578031,0.0829152298,0.3959162878,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
1451,3,0.2178953946,-0.1530716353,-0.3173029499,0.0459827962,0.0865690927,-0.2255939844,-0.4099947825,-0.4134309153,0.0909880249,-0.2051464593,0.2464018547,0.4754747722,0.1133425306,0.2464018317,-0.1100807026,-0.0213769871,0.3468516038,-0.0743361706,0.4011697979,-0.1531482678,-0.0602696882,0.3979025458,-0.0692838729,0.1826970516,0.0459827528,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
1452,5,0.2178901267,0.2708730942,0.4694667776,-0.0884380539,-0.2823488829,-0.323725146,0.0929424371,-0.1045629421,-0.1778608034,-0.2772199355,-0.1950418955,0.2835399031,-0.0745125645,-0.031649192,0.0225339376,0.2338429766,0.2553835449,0.0407918953,-0.1652647969,0.3948777719,-0.066790792,0.2333224022,0.1021403079,-0.3887163878,0.2874896805,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0
1453,2,0.2178900604,0.0473658902,0.3090064931,0.0557452172,-0.3238845097,0.0302852838,0.4101998312,0.2237642418,-0.1984725102,0.3282372399,0.1165060318,0.1206492002,-0.4331027838,-0.0610390967,-0.2632775532,0.0048308723,0.0782740941,0.1860699187,0.4726811781,-0.3844972799,0.252759563,0.0404220588,0.2979597534,-0.0263775016,-0.0651870194,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
1454,5,0.2178861617,0.0907394302,-0.1755258744,0.1923946367,-0.3271885715,0.2884962404,-0.0882531233,0.2336396853,0.1890967379,-0.037060362,-0.4700888266,-0.0761263719,0.1412018754,0.1437631303,0.0255121911,-0.4308367183,0.1197877283,-0.4125418251,-0.1721285495,-0.0406504467,0.2259112388,0.2995508884,-0.1957986946,-0.1129408728,-0.195409375,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
1455,4,0.2178857859,0.1253282681,0.4036297635,-0.1677733775,0.0573448725,0.4899942909,0.2789312048,0.1924447567,-0.1909454563,0.0146483279,0.4649928694,0.162922113,-0.038991894,0.1218080092,-0.1113598667,-0.4079311872,-0.0803124187,0.0809752263,0.21850987,-0.2167418144,-0.342909113,-0.2607379422,-0.3853353666,-0.2142213756,0.1199358865,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
1456,0,0.217884521,0.1995603197,0.1849936596,-0.2694451549,-0.3497945786,0.1377930245,0.071577798,0.3031005265,0.0445483337,0.3179889501,-0.0645723229,0.272024471,0.3724512625,0.1363093524,-0.1689913291,-0.0232973168,0.3940338414,0.4797420197,-0.0141057143,-0.1782836622,-0.4624135417,0.0461979556,-0.1781796457,-0.0311453065,-0.2916064709,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1457,4,0.2178788778,-0.1022627227,-0.3252779966,-0.1578557364,-0.3568334585,0.2187302447,0.0789427551,-0.0237518498,0.2239719707,0.3598590911,0.1766204173,-0.0130930128,-0.0368204043,0.2020676762,-0.1702920227,0.3687973095,0.2871123896,0.4560368746,0.161379554,0.2736925405,0.3480171766,-0.2605641318,-0.4499716242,-0.2069512568,0.0766269368,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1
1458,3,0.2178738285,-0.447403268,0.4823636242,0.0302759127,0.0835574456,0.1730535852,0.2801392919,0.1879116952,-0.3329445102,-0.2444723142,0.0444934152,0.2597400816,-0.1861509871,-0.1727978707,-0.1144572343,-0.1348003453,0.3162919173,-0.1737024135,0.1557569471,0.4493113895,0.101593557,-0.1547168396,-0.0283133083,-0.4378478086,0.1190081816,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1
1459,3,0.2178716908,-0.1350340404,0.4456844122,-0.2955318428,-0.0496707305,0.1748095728,0.2503472726,-0.3629358156,0.4295951754,0.0865743257,0.2531876038,-0.0044030755,-0.006619556,-0.1304884,-0.2104986523,0.007151148,-0.2270219829,-0.0418062053,-0.382844263,0.23148134,-0.4305396116,-0.0949868895,-0.0270623917,-0.2437296374,0.429135813,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
1460,3,0.2178677222,0.1875489066,-0.0003843176,0.1336996752,0.3848323653,0.0968281971,-0.2633274886,-0.2798379398,0.1246304104,0.2978380516,0.2178491698,0.4254182706,0.2211046439,-0.0235915223,-0.3341092306,-0.0504551968,-0.2778513611,0.3147479228,-0.0942292419,0.0055377413,0.2455166101,-0.4179004014,-0.446779673,-0.2865331512,-0.1427248201,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1461,2,0.2178676537,-0.286367567,-0.1369332829,-0.3841859995,0.0623271617,0.0230599142,0.0274830853,-0.2168832337,-0.3063660413,0.2029664426,-0.284125178,0.2835794765,0.0718205474,0.353350086,-0.2368906722,0.2213818967,0.3207099983,0.3502302076,-0.0992579448,-0.0545841324,-0.4427374161,-0.1777264886,0.3235878254,-0.2292239112,-0.2132681771,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1462,4,0.2178531373,-0.147145577,0.0973841557,-0.3201204962,-0.1691265551,0.3561078026,0.029763583,-0.1939677255,-0.1177498997,0.2250576609,0.3959617346,0.3840830514,-0.0557284605,0.1669435986,-0.2535432496,0.0222199424,0.0278164464,-0.2957450048,-0.3885142925,0.3606334667,0.0059571719,-0.2692997379,-0.3372660748,-0.2848503199,-0.1509516348,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
1463,4,0.2178387312,0.2349063058,0.2150693807,0.3826340198,-0.4522530061,0.3467342914,-0.0279746304,0.2422253985,-0.1886033122,0.218897526,0.3291387585,-0.1483173866,-0.2438230639,-0.0456000985,0.0685408605,-0.1952623677,0.1664909277,0.4487175574,-0.2125229349,-0.1079093766,-0.4183082083,0.0986637892,-0.3690091406,-0.0715944903,0.0608304403,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1464,3,0.2178223389,0.0873808471,-0.2921588863,-0.4275664736,-0.0037213003,0.1038738724,0.1710062379,-0.2665226442,-0.179320022,-0.1999571704,0.335950412,-0.1558356399,0.2544352653,-0.0459791829,0.4744589225,-0.0540877557,-0.2411252348,-0.2569326781,0.2279651737,-0.4525737443,0.2119369705,-0.1542489731,0.3659362202,-0.3946532979,-0.1086807808,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
1465,5,0.2178192623,0.4292891371,0.1709301009,-0.1440650054,0.1364528885,-0.0011659048,0.3646908876,-0.2344510134,0.0065834947,-0.4775266704,0.0430319663,0.3534652365,-0.4002282857,-0.2579436036,-0.1699075723,-0.0799340074,0.010345473,0.2261349574,0.0151023264,-0.3671802116,0.2722997654,0.2275266917,0.1766525975,-0.1712371832,-0.049845831,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1466,5,0.2178186718,0.1507751444,0.2311477689,0.0389159517,-0.3999247845,0.2904490956,0.1350058929,0.0505522687,-0.1300764083,0.4166585905,-0.1931623056,0.0132566542,-0.3394027078,-0.1933937372,-0.166224418,0.0575436189,0.0167315292,-0.4378140759,-0.2105353345,-0.0645302489,0.2900695773,0.4130171456,0.3786985633,-0.1287280898,0.1301309538,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
1467,3,0.2178162416,0.3571849282,-0.1949930414,-0.2412733216,-0.0199974703,0.4155186521,0.0627469694,-0.3520881365,-0.0832461442,0.2535848462,0.1471330978,-0.0214967552,0.098657542,-0.1573946002,-0.3348667016,-0.2667834116,0.3628115108,-0.3963228533,0.1512304445,-0.212466522,0.0743120587,-0.1278032473,0.0050235265,-0.1031485167,0.5022830894,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1468,1,0.2178083387,0.0564663233,-0.1714437667,-0.0551540584,-0.0983951165,0.0889126555,0.2702370844,0.2113665749,0.4737119348,0.2155379923,-0.1617694219,0.4443131726,-0.0073232495,-0.3903964943,-0.1977884676,-0.1042784831,-0.4941908009,0.1792694409,0.0875963961,0.3343087666,0.0775067786,-0.2996940033,-0.0235898654,0.3061334565,-0.3966491626,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1469,3,0.2178073114,-0.1241915111,0.4328209626,0.2009326867,0.2103756892,-0.32693275,0.0591346031,-0.3349076015,0.323550854,-0.2363780701,-0.0736106435,-0.2409488693,-0.3538264741,-0.1998374435,0.0355260866,0.3627802609,0.3812821141,0.0629959434,-0.033097487,-0.365691693,-0.2915960522,-0.0346343331,0.0653803218,0.1699069496,-0.3133405849,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1470,3,0.2178051723,-0.2489879192,-0.144933243,0.1476221975,0.2273398501,-0.0123560547,0.4670943031,-0.2015598871,0.0672231279,-0.329161013,-0.0295308872,0.2454145697,0.2276614279,0.1997270986,0.3525396716,-0.1269108781,0.0537379686,-0.2377804278,-0.1515316007,-0.4455644411,0.3226353424,0.124175165,0.4282514543,-0.0181551781,-0.1160242629,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
